split,test_loss_nll,item_grade_pearson_r,item_grade_spearman_r,ability_recovery_pearson_r
warm_start,0.6193566388180777,0.8289257386584468,0.7549580468895841,0.7505062114737456
cold_start,0.6629653366829013,0.2548599340555084,0.11264360229154297,0.4735450210501708
